respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0734,Global Design & Decor Collector,35-44,Prefer not to say,France,$100-200K,Interior designer or architect,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques; Online marketplaces; Galleries or exhibitions,Home decor; Pottery & ceramics,No provenance story,5,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",10,368.5,1505.0,59.6,6.0,No major concerns,Sustainability certification,False,3,4.0,1,2,4,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,2211.0,1,1,1
R0096,Global Design & Decor Collector,18-24,Female,Italy,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",6+,7,Local boutiques,Pottery & ceramics,Authenticity doubts,5,Reviews from other collectors,1,Possibly,9,368.5,1505.0,48.55,2.0,Trust/authenticity doubts,Sustainability certification,True,1,4.0,3,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,737.0,0,1,1
R0564,Diaspora Heritage Buyer,18-24,Male,Canada,$25-50K,Gift buyer (personal),Indian-origin,3-5,5,Galleries or exhibitions,,Authenticity doubts,3,Authentication/certification per piece,1,No,2,68.0,171.0,48.55,0.0,Shipping/customs concerns,Local pickup or showroom,False,1,2.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0
R0241,Collectors Circle Prospect,55+,Prefer not to say,UK,$200K+,Interior designer or architect,Indian-origin,3-5,3,Direct from artisans/travel,Home decor; Wall art & paintings,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Personal referral,4,"Yes, definitely",8,368.5,1505.0,81.8,5.0,Return policy concerns,Video story of the artisan,False,5,5.0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1842.5,1,1,0
R0743,Gifting & Corporate Buyer,25-34,Male,Hong Kong,$25-50K,Gift buyer (personal),Professional interest (design/retail),3-5,3,Online marketplaces; Galleries or exhibitions,Jewelry,No provenance story,4,Authentication/certification per piece; Recognized brand or press coverage; Personal referral,3,No,3,52.0,281.0,50.5,0.0,Price too high,Video story of the artisan,False,2,2.0,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.0,0,0,0
R0575,Gifting & Corporate Buyer,35-44,Male,USA,$25-50K,Individual collector,Professional interest (design/retail),3-5,3,Direct from artisans/travel,Textiles & apparel; Jewelry; Furniture,Authenticity doubts,3,Reviews from other collectors; Personal referral,2,Possibly,6,43.0,96.0,42.8,2.0,Price too high,Video story of the artisan,True,3,2.0,2,1,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,86.0,0,0,0
R0691,Global Design & Decor Collector,45-54,Male,Germany,$100-200K,Interior designer or architect,Professional interest (design/retail),3-5,5,Local boutiques; Galleries or exhibitions,Home decor; Textiles & apparel,Authenticity doubts,5,Authentication/certification per piece; Personal referral,2,Possibly,10,110.0,615.0,42.6,1.0,Trust/authenticity doubts,Nothing specific,True,4,4.0,2,1,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,110.0,0,0,1
R0461,Diaspora Heritage Buyer,35-44,Female,UK,Prefer not to say,Other,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Home decor; Pottery & ceramics,No provenance story,3,Authentication/certification per piece; Strong return/refund policy,2,"Yes, definitely",7,54.0,131.0,48.55,4.0,Trust/authenticity doubts,Local pickup or showroom,False,3,3.0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,216.0,0,0,0
R0554,Conscious Luxury Consumer,25-34,Female,Netherlands,$25-50K,Gift buyer (personal),No particular connection,0,0,Online marketplaces,Jewelry; Pottery & ceramics,Pricing trust concerns,3,Authentication/certification per piece; Reviews from other collectors,2,Possibly,7,36.0,233.0,41.6,3.0,Shipping/customs concerns,Financing/installment options,False,2,2.0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,108.0,0,0,0
R0889,Diaspora Heritage Buyer,55+,Female,UK,$50-100K,Other,Indian-origin,3-5,3,Galleries or exhibitions,Home decor; Pottery & ceramics; Religious/spiritual items,Pricing trust concerns,4,Strong return/refund policy,1,"Yes, definitely",8,79.0,461.0,48.55,5.0,Not enough need/interest,Financing/installment options,True,5,3.0,2,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,395.0,1,0,0
R0207,Diaspora Heritage Buyer,25-34,Female,UAE,$50-100K,Individual collector,Indian-origin,1-2,1,Online marketplaces,Home decor; Jewelry; Pottery & ceramics; Religious/spiritual items,Authenticity doubts,4,Named verified artisan profiles,1,Possibly,7,83.0,215.0,27.9,5.0,Trust/authenticity doubts,Nothing specific,True,2,3.0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,415.0,1,0,0
R0393,Global Design & Decor Collector,45-54,Male,Italy,$25-50K,Individual collector,Indian-origin,6+,8,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Home decor; Textiles & apparel; Wall art & paintings,Shipping/customs issues,5,Recognized brand or press coverage; Personal referral,2,"Yes, definitely",10,112.0,554.0,50.9,1.0,Trust/authenticity doubts,Sustainability certification,True,4,2.0,3,2,4,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,112.0,0,0,1
R0795,Diaspora Heritage Buyer,25-34,Female,UK,$50-100K,Gift buyer (personal),Indian-origin,6+,6,Local boutiques; Direct from artisans/travel,Home decor; Textiles & apparel; Wall art & paintings; Religious/spiritual items,Authenticity doubts,3,Strong return/refund policy; Recognized brand or press coverage; Personal referral,3,Possibly,6,76.0,421.0,41.9,4.0,Price too high,Video story of the artisan,True,2,3.0,3,1,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,304.0,0,0,0
R0398,Global Design & Decor Collector,45-54,Female,Germany,$100-200K,Interior designer or architect,Professional interest (design/retail),1-2,2,Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Jewelry; Wall art & paintings,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Personal referral,4,"Yes, definitely",5,236.0,710.0,61.9,4.0,Shipping/customs concerns,Nothing specific,True,4,4.0,1,2,4,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,944.0,1,1,0
R0767,Gifting & Corporate Buyer,25-34,Male,India,$50-100K,Individual collector,Professional interest (design/retail),3-5,3,Local boutiques; Direct from artisans/travel,Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,"Yes, definitely",4,77.0,273.0,43.6,2.0,Trust/authenticity doubts,Nothing specific,True,2,3.0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,154.0,0,0,0
R0849,Global Design & Decor Collector,55+,Male,USA,$50-100K,Retailer or boutique owner,"Strong personal interest, not Indian-origin",3-5,5,Galleries or exhibitions,Furniture; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,Possibly,6,302.0,1125.0,67.3,4.0,Trust/authenticity doubts,Sustainability certification,True,5,3.0,2,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1208.0,1,0,0
R0218,Gifting & Corporate Buyer,35-44,Female,India,$50-100K,Gift buyer (personal),Indian-origin,1-2,2,Local boutiques; Galleries or exhibitions,Home decor; Textiles & apparel,Authenticity doubts,2,Named verified artisan profiles,1,No,1,41.0,228.0,22.2,2.0,Trust/authenticity doubts,Local pickup or showroom,True,3,3.0,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,82.0,0,0,0
R0005,Diaspora Heritage Buyer,25-34,Female,UAE,$50-100K,Individual collector,No particular connection,1-2,1,Direct from artisans/travel,Wall art & paintings; Pottery & ceramics; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",7,37.0,109.0,42.1,3.0,Price too high,Video story of the artisan,True,2,3.0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,111.0,0,0,0
R0769,Global Design & Decor Collector,35-44,Male,UAE,Prefer not to say,Retailer or boutique owner,"Strong personal interest, not Indian-origin",6+,6,Online marketplaces,Home decor; Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",9,134.0,595.0,41.3,5.0,Shipping/customs concerns,Video story of the artisan,True,3,3.0,3,2,4,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,670.0,1,0,1
R0643,Diaspora Heritage Buyer,25-34,Female,UK,Under $25K,Gift buyer (personal),Indian-origin,1-2,2,Local boutiques; Online marketplaces,Home decor,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,Possibly,3,35.0,185.0,57.3,2.0,Trust/authenticity doubts,Financing/installment options,False,2,1.0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,70.0,0,0,0
R0930,Diaspora Heritage Buyer,35-44,Female,UK,$25-50K,Gift buyer (personal),Indian-origin,1-2,2,Online marketplaces,Home decor; Textiles & apparel; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece,1,"Yes, definitely",3,65.0,134.0,26.0,5.0,Trust/authenticity doubts,Local pickup or showroom,True,3,2.0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,325.0,0,0,0
R0613,Conscious Luxury Consumer,45-54,Male,USA,$25-50K,Individual collector,Indian-origin,1-2,1,Other,Textiles & apparel,Shipping/customs issues,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",6,35.0,247.0,63.3,5.0,Price too high,Sustainability certification,False,4,2.0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,175.0,0,0,0
R0739,Global Design & Decor Collector,35-44,Male,USA,$100-200K,Individual collector,Professional interest (design/retail),1-2,2,Online marketplaces; Galleries or exhibitions,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage,4,"Yes, definitely",9,83.0,546.0,72.1,1.0,Trust/authenticity doubts,Financing/installment options,True,3,4.0,1,2,4,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,83.0,0,0,1
R0547,Diaspora Heritage Buyer,45-54,Male,UK,$25-50K,Gift buyer (personal),Indian-origin,1-2,2,Online marketplaces,Home decor,Inconsistent quality,3,Strong return/refund policy,1,"Yes, definitely",7,33.0,107.0,23.5,4.0,Return policy concerns,Sustainability certification,True,4,2.0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,132.0,0,0,0
R0726,Gifting & Corporate Buyer,35-44,Male,USA,$50-100K,Gift buyer (personal),No particular connection,1-2,1,Local boutiques; Online marketplaces,Home decor; Jewelry; Pottery & ceramics,No provenance story,2,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage; Personal referral,4,No,2,28.0,163.0,53.3,1.0,Not enough need/interest,Financing/installment options,True,3,3.0,1,0,3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,28.0,0,0,0
R0684,Conscious Luxury Consumer,18-24,Female,USA,Under $25K,Gift buyer (personal),Professional interest (design/retail),0,0,Direct from artisans/travel,Pottery & ceramics,No provenance story,3,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,No,1,53.0,103.0,43.6,0.0,Price too high,Local pickup or showroom,True,1,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0
R0099,Diaspora Heritage Buyer,25-34,Female,Canada,$25-50K,Individual collector,Indian-origin,1-2,2,Don't currently buy,Home decor; Textiles & apparel; Wall art & paintings; Pottery & ceramics; Religious/spiritual items,No provenance story,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,"Yes, definitely",7,34.0,363.0,57.5,5.0,Return policy concerns,Video story of the artisan,True,2,2.0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,170.0,0,0,0
R0805,Global Design & Decor Collector,35-44,Male,USA,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques,Wall art & paintings; Furniture; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage,5,Possibly,4,106.0,363.0,74.6,6.0,Trust/authenticity doubts,Financing/installment options,True,3,3.0,1,1,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,636.0,1,0,0
R0728,Gifting & Corporate Buyer,35-44,Male,India,$50-100K,Gift buyer (personal),No particular connection,0,0,Local boutiques; Other,Home decor; Textiles & apparel; Pottery & ceramics,Inconsistent quality,2,Recognized brand or press coverage,1,Possibly,5,48.0,107.0,27.7,1.0,Trust/authenticity doubts,Sustainability certification,False,3,3.0,0,1,3,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,48.0,0,0,0
R0574,Conscious Luxury Consumer,45-54,Female,USA,$25-50K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Local boutiques,Home decor; Textiles & apparel; Jewelry,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles,2,No,2,49.0,228.0,54.5,1.0,Return policy concerns,Video story of the artisan,True,4,2.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,49.0,0,0,0
R0407,Global Design & Decor Collector,55+,Female,USA,$100-200K,Individual collector,Professional interest (design/retail),6+,6,Online marketplaces; Galleries or exhibitions,Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,4,"Yes, definitely",10,132.0,350.0,66.1,8.0,Shipping/customs concerns,Financing/installment options,False,5,4.0,3,2,4,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1056.0,1,0,1
R0503,Global Design & Decor Collector,35-44,Male,France,$100-200K,Interior designer or architect,"Strong personal interest, not Indian-origin",1-2,2,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Jewelry; Furniture,Authenticity doubts,4,Authentication/certification per piece; Reviews from other collectors,2,No,2,184.0,875.0,34.9,1.0,Return policy concerns,Financing/installment options,True,3,4.0,1,0,4,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,184.0,0,1,0
R0048,Global Design & Decor Collector,35-44,Female,France,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,4,Galleries or exhibitions,Textiles & apparel; Wall art & paintings; Furniture,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",8,128.0,792.0,51.7,2.0,Trust/authenticity doubts,Local pickup or showroom,True,3,3.0,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,256.0,0,0,0
R0033,Diaspora Heritage Buyer,18-24,Female,UK,$50-100K,Individual collector,Indian-origin,3-5,5,Direct from artisans/travel,Home decor; Textiles & apparel; Jewelry; Pottery & ceramics; Religious/spiritual items,Pricing trust concerns,4,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,Possibly,3,114.0,647.0,54.4,4.0,Price too high,Financing/installment options,True,1,3.0,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,456.0,1,0,0
R0780,Conscious Luxury Consumer,25-34,Female,Canada,$25-50K,Individual collector,Indian-origin,1-2,1,Local boutiques,Home decor; Pottery & ceramics; Religious/spiritual items,Pricing trust concerns,3,Authentication/certification per piece; Named verified artisan profiles,2,Possibly,6,83.0,261.0,39.6,1.0,Return policy concerns,Video story of the artisan,False,2,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,83.0,0,0,0
R0840,Conscious Luxury Consumer,18-24,Male,Sweden,$100-200K,Gift buyer (personal),Professional interest (design/retail),0,0,Online marketplaces; Other,Wall art & paintings,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",8,200.0,675.0,52.4,1.0,Shipping/customs concerns,Financing/installment options,False,1,4.0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,200.0,0,1,0
R0201,Conscious Luxury Consumer,35-44,Female,UK,Prefer not to say,Individual collector,No particular connection,0,0,Other,Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Shipping/customs issues,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,"Yes, definitely",6,83.0,390.0,63.7,2.0,Return policy concerns,Video story of the artisan,True,3,3.0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,166.0,0,0,0
R0135,Collectors Circle Prospect,35-44,Male,UK,$200K+,Individual collector,"Strong personal interest, not Indian-origin",6+,6,Local boutiques; Direct from artisans/travel; Galleries or exhibitions,Wall art & paintings; Furniture; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage,3,"Yes, definitely",7,368.5,1505.0,48.0,7.0,Return policy concerns,Financing/installment options,True,3,5.0,3,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,2579.5,1,1,0
R0028,Global Design & Decor Collector,35-44,Male,Italy,$100-200K,Interior designer or architect,Professional interest (design/retail),3-5,4,Online marketplaces; Other,Wall art & paintings; Furniture,Shipping/customs issues,4,Authentication/certification per piece; Strong return/refund policy,2,"Yes, definitely",8,125.0,471.0,40.8,2.0,Not enough need/interest,Video story of the artisan,True,3,4.0,2,2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,250.0,0,0,0
R0881,Diaspora Heritage Buyer,45-54,Female,Canada,$50-100K,Individual collector,Indian-origin,1-2,1,Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel,Authenticity doubts,4,Authentication/certification per piece; Strong return/refund policy,2,Possibly,8,63.0,203.0,38.5,1.0,Trust/authenticity doubts,Local pickup or showroom,True,4,3.0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,63.0,0,0,0
R0231,Gifting & Corporate Buyer,35-44,Male,USA,$50-100K,Corporate gifting buyer,No particular connection,3-5,3,Local boutiques,Home decor; Textiles & apparel; Jewelry,Inconsistent quality,4,Named verified artisan profiles; Strong return/refund policy,2,Possibly,6,63.0,233.0,40.2,2.0,Trust/authenticity doubts,Financing/installment options,False,3,3.0,2,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,126.0,0,0,0
R0490,Collectors Circle Prospect,55+,Female,USA,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",1-2,2,Direct from artisans/travel,Textiles & apparel; Jewelry; Pottery & ceramics; Religious/spiritual items,Shipping/customs issues,4,Strong return/refund policy,1,"Yes, definitely",7,368.5,1505.0,47.8,1.0,Return policy concerns,Video story of the artisan,True,5,4.0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,368.5,0,1,0
R0773,Diaspora Heritage Buyer,45-54,Male,UK,$100-200K,Individual collector,Indian-origin,3-5,4,Other,Wall art & paintings,Authenticity doubts,3,Recognized brand or press coverage,1,Possibly,3,94.0,556.0,37.6,4.0,Not enough need/interest,Video story of the artisan,True,4,4.0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,376.0,0,0,0
R0379,Gifting & Corporate Buyer,18-24,Male,USA,$50-100K,Individual collector,No particular connection,1-2,2,Online marketplaces,Home decor; Textiles & apparel; Jewelry,No provenance story,3,Authentication/certification per piece; Strong return/refund policy,2,"Yes, definitely",5,56.0,263.0,42.1,4.0,Not enough need/interest,Video story of the artisan,False,1,3.0,1,2,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,224.0,0,0,0
